concept_id,concept_name,domain_id,vocabulary_id,standard_concept,ancestor_concept_id
2926941,dapagliflozin 10 MG / metformin 1000 MG Extended Release Oral Tablet [Xigduo] Box of 7,Drug,RxNorm Extension,S,44785829
2926942,dapagliflozin 10 MG / metformin 1000 MG Extended Release Oral Tablet Box of 7,Drug,RxNorm Extension,S,44785829
2926944,dapagliflozin 10 MG / metformin 500 MG Extended Release Oral Tablet [Xigduo] Box of 7,Drug,RxNorm Extension,S,44785829
2926945,dapagliflozin 10 MG / metformin 500 MG Extended Release Oral Tablet Box of 7,Drug,RxNorm Extension,S,44785829
2926946,dapagliflozin 5 MG / metformin 1000 MG Extended Release Oral Tablet [Xigduo] Box of 14,Drug,RxNorm Extension,S,44785829
2926947,dapagliflozin 5 MG / metformin 1000 MG Extended Release Oral Tablet Box of 14,Drug,RxNorm Extension,S,44785829
21022403,dapagliflozin 5 MG / Metformin 850 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,44785829
21022404,canagliflozin 50 MG / Metformin 850 MG Oral Tablet,Drug,RxNorm Extension,S,43526465
21022405,canagliflozin 50 MG / Metformin 1000 MG Oral Tablet [Vokanamet] by Janssen,Drug,RxNorm Extension,S,43526465
21022406,empagliflozin 5 MG / Metformin 1000 MG Oral Tablet [Synjardy] by Boehringer Ingelheim,Drug,RxNorm Extension,S,45774751
21022407,empagliflozin 12.5 MG / Metformin 850 MG [Synjardy],Drug,RxNorm Extension,S,45774751
21027308,empagliflozin 25 MG Oral Tablet [Jardiance] Box of 28 by Boehringer Ingelheim,Drug,RxNorm Extension,S,45774751
21032131,empagliflozin 12.5 MG / Metformin 850 MG Oral Tablet [Synjardy] by Boehringer Ingelheim,Drug,RxNorm Extension,S,45774751
21032132,empagliflozin 12.5 MG / Metformin 1000 MG Oral Tablet [Synjardy] Box of 56 by Boehringer Ingelheim,Drug,RxNorm Extension,S,45774751
21037074,dapagliflozin Oral Tablet [Forxiga],Drug,RxNorm Extension,S,44785829
21037075,dapagliflozin 5 MG Oral Tablet [Forxiga] Box of 28 by Waymade,Drug,RxNorm Extension,S,44785829
21037076,dapagliflozin 10 MG Oral Tablet [Forxiga],Drug,RxNorm Extension,S,44785829
21037077,dapagliflozin 10 MG Oral Tablet [Forxiga] by Waymade,Drug,RxNorm Extension,S,44785829
21037078,dapagliflozin 10 MG Oral Tablet [Forxiga] Box of 28,Drug,RxNorm Extension,S,44785829
21037079,canagliflozin 100 MG Oral Tablet [Invokana] by Janssen,Drug,RxNorm Extension,S,43526465
21042081,dapagliflozin 5 MG / Metformin 850 MG Oral Tablet [Xigduo],Drug,RxNorm Extension,S,44785829
21042082,canagliflozin 50 MG / Metformin 1000 MG [Vokanamet],Drug,RxNorm Extension,S,43526465
21042083,canagliflozin 50 MG / Metformin 1000 MG Oral Tablet [Vokanamet] Box of 60,Drug,RxNorm Extension,S,43526465
21042084,canagliflozin 50 MG / Metformin 1000 MG Oral Tablet [Vokanamet] Box of 60 by Janssen,Drug,RxNorm Extension,S,43526465
21042085,empagliflozin 12.5 MG / Metformin 850 MG Oral Tablet [Synjardy] Box of 56,Drug,RxNorm Extension,S,45774751
21042086,empagliflozin 12.5 MG / Metformin 1000 MG Oral Tablet [Synjardy] Box of 56,Drug,RxNorm Extension,S,45774751
21046995,dapagliflozin 10 MG [Forxiga],Drug,RxNorm Extension,S,44785829
21046996,dapagliflozin 10 MG Oral Tablet [Forxiga] Box of 28 by Astrazeneca,Drug,RxNorm Extension,S,44785829
21046997,canagliflozin 100 MG Oral Tablet by Colorama,Drug,RxNorm Extension,S,43526465
21046998,canagliflozin 100 MG Oral Tablet Box of 30 by Niche,Drug,RxNorm Extension,S,43526465
21051812,empagliflozin 5 MG / Metformin 850 MG [Synjardy],Drug,RxNorm Extension,S,45774751
21056724,dapagliflozin 5 MG Oral Tablet [Forxiga] by Waymade,Drug,RxNorm Extension,S,44785829
21056725,dapagliflozin 10 MG Oral Tablet [Forxiga] by Astrazeneca,Drug,RxNorm Extension,S,44785829
21056726,canagliflozin 100 MG Oral Tablet Box of 30,Drug,RxNorm Extension,S,43526465
21056727,canagliflozin 300 MG Oral Tablet [Invokana] by Janssen,Drug,RxNorm Extension,S,43526465
21061612,dapagliflozin 5 MG / Metformin 850 MG [Xigduo],Drug,RxNorm Extension,S,44785829
21061613,dapagliflozin 5 MG / Metformin 850 MG Oral Tablet,Drug,RxNorm Extension,S,44785829
21061614,empagliflozin 12.5 MG / Metformin 1000 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,45774751
21066569,canagliflozin 100 MG Oral Tablet [Invokana] Box of 30 by Janssen,Drug,RxNorm Extension,S,43526465
21066576,empagliflozin 10 MG Oral Tablet [Jardiance] Box of 28,Drug,RxNorm Extension,S,45774751
21071551,canagliflozin 50 MG / Metformin 850 MG Oral Tablet [Vokanamet] Box of 60,Drug,RxNorm Extension,S,43526465
