source_concept_id,source_concept_name,concept_code,cohort_name,points
45581207,Malignant neoplasm: Long bones of lower limb,C40.2,any_malignancy,2
45581218,Kaposi sarcoma of multiple organs,C46.8,any_malignancy,2
45581219,Malignant neoplasm: Peripheral nerves of pelvis,C47.5,any_malignancy,2
45581220,Malignant neoplasm: Overlapping lesion of connective and soft tissue,C49.8,any_malignancy,2
45581221,Malignant neoplasm: Lower-outer quadrant of breast,C50.5,any_malignancy,2
45581226,Malignant neoplasm: Spinal cord,C72.0,any_malignancy,2
45581227,Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites,C76.8,any_malignancy,2
45581232,"Hodgkin lymphoma, unspecified",C81.9,any_malignancy,2
45581250,Alpha heavy chain disease,C88.1,any_malignancy,2
45581252,Extramedullary plasmacytoma,C90.2,any_malignancy,2
45581254,Prolymphocytic leukaemia of T-cell type,C91.6,any_malignancy,2
45581256,Acute myeloid leukaemia with 11q23-abnormality,C92.6,any_malignancy,2
45581258,Other monocytic leukaemia,C93.7,any_malignancy,2
45581262,Other leukaemia of unspecified cell type,C95.7,any_malignancy,2
45581263,Unifocal Langerhans-cell histiocytosis,C96.6,any_malignancy,2
45581264,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.7,any_malignancy,2
45581265,Histiocytic sarcoma,C96.8,any_malignancy,2
45585981,"Malignant neoplasm: Gum, unspecified",C03.9,any_malignancy,2
45585982,Malignant neoplasm of floor of mouth,C04,any_malignancy,2
45585983,Malignant neoplasm: Overlapping lesion of tonsil,C09.8,any_malignancy,2
45585984,Malignant neoplasm: Pyloric antrum,C16.3,any_malignancy,2
45585985,Malignant neoplasm of small intestine,C17,any_malignancy,2
45585986,Malignant neoplasm: Transverse colon,C18.4,any_malignancy,2
45585988,Malignant neoplasm of accessory sinuses,C31,any_malignancy,2
45585989,Malignant neoplasm of trachea,C33,any_malignancy,2
45585990,"Malignant neoplasm: Upper respiratory tract, part unspecified",C39.0,any_malignancy,2
45585991,"Malignant neoplasm: Pelvic bones, sacrum and coccyx",C41.4,any_malignancy,2
45586007,Mesothelioma of pericardium,C45.2,any_malignancy,2
45586015,Malignant neoplasm: Labium majus,C51.0,any_malignancy,2
45586016,Malignant neoplasm of corpus uteri,C54,any_malignancy,2
45586020,Malignant neoplasm: Lateral wall of bladder,C67.2,any_malignancy,2
45586024,Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system,C72.8,any_malignancy,2
45586025,"Malignant neoplasm: Central nervous system, unspecified",C72.9,any_malignancy,2
45586030,Nodular lymphocyte predominant Hodgkin lymphoma,C81.0,any_malignancy,2
45586044,Lymphoblastic (diffuse) lymphoma,C83.5,any_malignancy,2
45586051,"Anaplastic large cell lymphoma, ALK-negative",C84.7,any_malignancy,2
45586056,"B-cell lymphoma, unspecified",C85.1,any_malignancy,2
45586059,Immunoproliferative small intestinal disease,C88.3,any_malignancy,2
45586061,Solitary plasmacytoma,C90.3,any_malignancy,2
45586062,Lymphoid leukaemia,C91,any_malignancy,2
45586071,Acute myelofibrosis,C94.5,any_malignancy,2
45586073,"Leukaemia, unspecified",C95.9,any_malignancy,2
45586074,Sarcoma of dendritic cells (accessory cells),C96.4,any_malignancy,2
45590875,Malignant neoplasm: Commissure of lip,C00.6,any_malignancy,2
45590876,Malignant neoplasm: Posterior wall of oropharynx,C10.3,any_malignancy,2
45590877,Malignant neoplasm: Overlapping lesion of hypopharynx,C13.8,any_malignancy,2
45590878,Malignant neoplasm: Thoracic part of oesophagus,C15.1,any_malignancy,2
45590879,Malignant neoplasm: Overlapping lesion of oesophagus,C15.8,any_malignancy,2
45590880,Malignant neoplasm of gallbladder,C23,any_malignancy,2
45590881,Malignant neoplasm: Head of pancreas,C25.0,any_malignancy,2
45590882,Malignant neoplasm: Overlapping lesion of digestive system,C26.8,any_malignancy,2
45590883,Malignant neoplasm: Ethmoidal sinus,C31.1,any_malignancy,2
45590887,Malignant neoplasm: Malignant melanoma of scalp and neck,C43.4,any_malignancy,2
45590912,Malignant neoplasm: Overlapping lesion of penis,C60.8,any_malignancy,2
45590915,Malignant neoplasm: Posterior wall of bladder,C67.4,any_malignancy,2
45590918,"Malignant neoplasm: Eye, unspecified",C69.9,any_malignancy,2
45590919,Malignant neoplasm: Cauda equina,C72.1,any_malignancy,2
45590920,Malignant neoplasm of thyroid gland,C73,any_malignancy,2
45590921,Malignant neoplasm of adrenal gland,C74,any_malignancy,2
45590922,Malignant neoplasm: Medulla of adrenal gland,C74.1,any_malignancy,2
45590923,Malignant neoplasm: Pineal gland,C75.3,any_malignancy,2
45590924,Malignant neoplasm of other and ill-defined sites: Abdomen,C76.2,any_malignancy,2
45590936,Follicular lymphoma grade IIIa,C82.3,any_malignancy,2
45590939,Small cell B-cell lymphoma,C83.0,any_malignancy,2
45590945,Burkitt lymphoma,C83.7,any_malignancy,2
45590950,"Cutaneous T-cell lymphoma, unspecified",C84.8,any_malignancy,2
45590962,"Malignant immunoproliferative disease, unspecified",C88.9,any_malignancy,2
45590969,Multifocal and unisystemic Langerhans-cell histiocytosis,C96.5,any_malignancy,2
45595633,Malignant neoplasm: External upper lip,C00.0,any_malignancy,2
45595634,Malignant neoplasm: Lateral floor of mouth,C04.1,any_malignancy,2
45595635,Malignant neoplasm of palate,C05,any_malignancy,2
45595636,"Malignant neoplasm: Oropharynx, unspecified",C10.9,any_malignancy,2
45595637,Malignant neoplasm: Posterior wall of nasopharynx,C11.1,any_malignancy,2
45595638,"Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect",C13.1,any_malignancy,2
45595639,Malignant neoplasm: Middle third of oesophagus,C15.4,any_malignancy,2
45595640,Malignant neoplasm: Appendix,C18.1,any_malignancy,2
45595641,"Malignant neoplasm: Accessory sinus, unspecified",C31.9,any_malignancy,2
45595642,Malignant neoplasm of larynx,C32,any_malignancy,2
45595643,Malignant neoplasm: Overlapping lesion of larynx,C32.8,any_malignancy,2
45595644,"Malignant neoplasm: Larynx, unspecified",C32.9,any_malignancy,2
45595645,Malignant neoplasm of bronchus and lung,C34,any_malignancy,2
45595646,"Malignant neoplasm: Upper lobe, bronchus or lung",C34.1,any_malignancy,2
45595647,"Malignant neoplasm: Middle lobe, bronchus or lung",C34.2,any_malignancy,2
45595648,"Malignant neoplasm: Overlapping lesion of heart, mediastinum and pleura",C38.8,any_malignancy,2
45595649,"Malignant neoplasm: Bone and articular cartilage of limb, unspecified",C40.9,any_malignancy,2
45595650,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,C41,any_malignancy,2
45595651,"Malignant neoplasm: Ribs, sternum and clavicle",C41.3,any_malignancy,2
45595652,Malignant neoplasm: Malignant melanoma of ear and external auricular canal,C43.2,any_malignancy,2
45595658,Mesothelioma of peritoneum,C45.1,any_malignancy,2
45595660,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47,any_malignancy,2
45595662,"Malignant neoplasm: Peripheral nerves of lower limb, including hip",C47.2,any_malignancy,2
45595669,"Malignant neoplasm: Vulva, unspecified",C51.9,any_malignancy,2
45595670,Malignant neoplasm: Endocervix,C53.0,any_malignancy,2
45595671,Malignant neoplasm: Myometrium,C54.2,any_malignancy,2
45595674,Malignant neoplasm: Epididymis,C63.0,any_malignancy,2
45595682,Malignant neoplasm: Cerebral meninges,C70.0,any_malignancy,2
45595683,Malignant neoplasm: Occipital lobe,C71.4,any_malignancy,2
45595698,Follicular lymphoma grade I,C82.0,any_malignancy,2
45595708,Sézary disease,C84.1,any_malignancy,2
45595711,"Mature T/NK-cell lymphoma, unspecified",C84.9,any_malignancy,2
45595715,Other specified types of non-Hodgkin lymphoma,C85.7,any_malignancy,2
45595725,Other specified leukaemias,C94.7,any_malignancy,2
45595727,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96,any_malignancy,2
45600475,"Malignant neoplasm: Palate, unspecified",C05.9,any_malignancy,2
45600476,Malignant neoplasm: Cheek mucosa,C06.0,any_malignancy,2
45600477,Malignant neoplasm: Sublingual gland,C08.1,any_malignancy,2
45600478,"Malignant neoplasm: Tonsil, unspecified",C09.9,any_malignancy,2
45600479,"Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx",C14.8,any_malignancy,2
45600480,Malignant neoplasm of oesophagus,C15,any_malignancy,2
45600481,Malignant neoplasm: Cervical part of oesophagus,C15.0,any_malignancy,2
45600482,Malignant neoplasm: Abdominal part of oesophagus,C15.2,any_malignancy,2
45600483,"Malignant neoplasm: Lesser curvature of stomach, unspecified",C16.5,any_malignancy,2
45600484,Malignant neoplasm: Ileum,C17.2,any_malignancy,2
45600485,Malignant neoplasm: Ascending colon,C18.2,any_malignancy,2
45600486,Malignant neoplasm: Overlapping lesion of colon,C18.8,any_malignancy,2
45600487,Malignant neoplasm: Glottis,C32.0,any_malignancy,2
45600502,Kaposi sarcoma of lymph nodes,C46.3,any_malignancy,2
45600503,Malignant neoplasm: Overlapping lesion of retroperitoneum and peritoneum,C48.8,any_malignancy,2
45600509,Malignant neoplasm: Axillary tail of breast,C50.6,any_malignancy,2
45600512,Malignant neoplasm of vulva,C51,any_malignancy,2
45600514,Malignant neoplasm: Round ligament,C57.2,any_malignancy,2
45600516,"Malignant neoplasm of kidney, except renal pelvis",C64,any_malignancy,2
45600518,Malignant neoplasm of ureter,C66,any_malignancy,2
45600519,Malignant neoplasm: Trigone of bladder,C67.0,any_malignancy,2
45600520,Malignant neoplasm: Retina,C69.2,any_malignancy,2
45600521,Malignant neoplasm: Temporal lobe,C71.2,any_malignancy,2
45600546,Other types of follicular lymphoma,C82.7,any_malignancy,2
45600549,Diffuse large B-cell lymphoma,C83.3,any_malignancy,2
45600562,Multiple myeloma,C90.0,any_malignancy,2
45600564,Chronic lymphocytic leukaemia of B-cell type,C91.1,any_malignancy,2
45600565,Acute myeloblastic leukaemia [AML],C92.0,any_malignancy,2
45600566,Other myeloid leukaemia,C92.7,any_malignancy,2
45600568,Juvenile myelomonocytic leukaemia,C93.3,any_malignancy,2
45600571,"Myelodysplastic and myeloproliferative disease, not elsewhere classified",C94.6,any_malignancy,2
45600572,Acute leukaemia of unspecified cell type,C95.0,any_malignancy,2
45600573,Malignant mast cell tumour,C96.2,any_malignancy,2
45605256,Malignant neoplasm: Ventral surface of tongue,C02.2,any_malignancy,2
45605257,Malignant neoplasm: Upper gum,C03.0,any_malignancy,2
45605258,Malignant neoplasm: Hard palate,C05.0,any_malignancy,2
45605259,Malignant neoplasm: Superior wall of nasopharynx,C11.0,any_malignancy,2
45605260,Malignant neoplasm: Overlapping lesion of nasopharynx,C11.8,any_malignancy,2
45605261,"Malignant neoplasm: Pharynx, unspecified",C14.0,any_malignancy,2
45605262,Malignant neoplasm: Overlapping lesion of accessory sinuses,C31.8,any_malignancy,2
45605263,"Malignant neoplasm: Lower lobe, bronchus or lung",C34.3,any_malignancy,2
45605264,Malignant neoplasm of thymus,C37,any_malignancy,2
45605265,Malignant neoplasm: Pleura,C38.4,any_malignancy,2
45605266,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,C39,any_malignancy,2
45605273,"Malignant neoplasm: Peripheral nerves of upper limb, including shoulder",C47.1,any_malignancy,2
45605274,Malignant neoplasm: Retroperitoneum,C48.0,any_malignancy,2
45605278,"Malignant neoplasm: Corpus uteri, unspecified",C54.9,any_malignancy,2
45605280,"Malignant neoplasm: Uterine adnexa, unspecified",C57.4,any_malignancy,2
45605281,Malignant neoplasm of placenta,C58,any_malignancy,2
45605282,Malignant neoplasm: Descended testis,C62.1,any_malignancy,2
45605283,Malignant neoplasm: Ciliary body,C69.4,any_malignancy,2
45605287,Malignant neoplasm: Other and unspecified cranial nerves,C72.5,any_malignancy,2
45605300,Cutaneous follicle centre lymphoma,C82.6,any_malignancy,2
45605303,"Follicular lymphoma, unspecified",C82.9,any_malignancy,2
45605307,Undifferentiated (diffuse) non-Hodgkin's lymphoma,C83.6,any_malignancy,2
45605312,Mycosis fungoides,C84.0,any_malignancy,2
45605333,Chronic myelomonocytic leukaemia,C93.1,any_malignancy,2
45755313,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",C14,any_malignancy,2
45755314,Malignant neoplasm of laryngopharynx unspecified,C14.1,any_malignancy,2
45755315,Malignant neoplasm of anus and anal canal,C21,any_malignancy,2
45755316,Malignant neoplasm of nasal cavity and middle ear,C30,any_malignancy,2
45755317,"Malignant neoplasm of heart, mediastinum and pleura",C38,any_malignancy,2
45755318,Malignant neoplasm of bone and articular cartilage of limbs,C40,any_malignancy,2
45755329,Subacute leukemia of unspecified cell type,C95.2,any_malignancy,2
45755330,True histiocytic lymphoma,C96.3,any_malignancy,2
45755339,Malignant neoplasm of eye and adnexa,C69,any_malignancy,2
45755340,Malignant neoplasm of other and ill-defined sites,C76,any_malignancy,2
45755342,Non-follicular lymphoma,C83,any_malignancy,2
45755343,Mixed small and large cell (diffuse) non-Hodgkin's lymphoma,C83.2,any_malignancy,2
45755344,Mature T/NK-cell lymphomas,C84,any_malignancy,2
45755345,Lymphosarcoma,C85.0,any_malignancy,2
45755347,Multiple myeloma and malignant plasma cell neoplasms,C90,any_malignancy,2
45755348,Subacute lymphocytic leukemia,C91.2,any_malignancy,2
45755349,Mature B-cell leukaemia Burkitt-type,C91.8,any_malignancy,2
45755350,Subacute monocytic leukemia,C93.2,any_malignancy,2
45755351,Other leukaemias of specified cell type,C94,any_malignancy,2
45755352,Chronic erythremia,C94.1,any_malignancy,2
45533613,"Hepatic failure, unspecified",K72.9,moderate_or_severe_liver_disease,4
45557671,Toxic liver disease with hepatic necrosis,K71.1,moderate_or_severe_liver_disease,4
45557677,Hepatorenal syndrome,K76.7,moderate_or_severe_liver_disease,4
45562429,Oesophageal varices without bleeding in diseases classified elsewhere,I98.2,moderate_or_severe_liver_disease,4
45581834,Oesophageal varices without bleeding,I85.9,moderate_or_severe_liver_disease,4
45581835,Gastric varices,I86.4,moderate_or_severe_liver_disease,4
45586729,Alcoholic hepatic failure,K70.4,moderate_or_severe_liver_disease,4
45591533,Oesophageal varices with bleeding,I85.0,moderate_or_severe_liver_disease,4
45591607,Hepatic veno-occlusive disease,K76.5,moderate_or_severe_liver_disease,4
45591608,Portal hypertension,K76.6,moderate_or_severe_liver_disease,4
45601186,Chronic hepatic failure,K72.1,moderate_or_severe_liver_disease,4
45532936,Secondary malignant neoplasm of mediastinum,C78.1,metastatic_solid_tumor,6
45532938,Secondary malignant neoplasm of ovary,C79.6,metastatic_solid_tumor,6
45537839,Secondary malignant neoplasm of lung,C78.0,metastatic_solid_tumor,6
45537841,Secondary malignant neoplasm of other and unspecified sites,C79,metastatic_solid_tumor,6
45542627,Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes,C77.4,metastatic_solid_tumor,6
45547522,Secondary malignant neoplasm of retroperitoneum and peritoneum,C78.6,metastatic_solid_tumor,6
45547523,Secondary malignant neoplasm of kidney and renal pelvis,C79.0,metastatic_solid_tumor,6
45547524,Secondary malignant neoplasm of other specified sites,C79.8,metastatic_solid_tumor,6
45547529,"Malignant neoplasm, without specification of site",C80,metastatic_solid_tumor,6
45552282,Secondary malignant neoplasm of pleura,C78.2,metastatic_solid_tumor,6
45552284,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,C79.1,metastatic_solid_tumor,6
45557012,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes,C77.1,metastatic_solid_tumor,6
45557013,Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions,C77.8,metastatic_solid_tumor,6
45557014,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified",C77.9,metastatic_solid_tumor,6
45557017,"Malignant neoplasm, primary site unknown, so stated",C80.0,metastatic_solid_tumor,6
45561830,Secondary and unspecified malignant neoplasm of lymph nodes,C77,metastatic_solid_tumor,6
45561831,Secondary malignant neoplasm of brain and cerebral meninges,C79.3,metastatic_solid_tumor,6
45561832,Secondary malignant neoplasm of other and unspecified parts of nervous system,C79.4,metastatic_solid_tumor,6
45566620,"Malignant neoplasm, primary site unspecified",C80.9,metastatic_solid_tumor,6
45571538,Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes,C77.3,metastatic_solid_tumor,6
45571539,Secondary malignant neoplasm of skin,C79.2,metastatic_solid_tumor,6
45571540,Secondary malignant neoplasm of bone and bone marrow,C79.5,metastatic_solid_tumor,6
45576338,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes,C77.2,metastatic_solid_tumor,6
45576339,Secondary malignant neoplasm of other and unspecified digestive organs,C78.8,metastatic_solid_tumor,6
45586028,Secondary malignant neoplasm of other and unspecified respiratory organs,C78.3,metastatic_solid_tumor,6
45590925,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck",C77.0,metastatic_solid_tumor,6
45590926,Secondary malignant neoplasm of adrenal gland,C79.7,metastatic_solid_tumor,6
45595685,Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes,C77.5,metastatic_solid_tumor,6
45595686,Secondary malignant neoplasm of small intestine,C78.4,metastatic_solid_tumor,6
45595687,Secondary malignant neoplasm of large intestine and rectum,C78.5,metastatic_solid_tumor,6
45595688,Secondary malignant neoplasm of liver and intrahepatic bile duct,C78.7,metastatic_solid_tumor,6
45600529,"Secondary malignant neoplasm, unspecified site",C79.9,metastatic_solid_tumor,6
45755341,Secondary malignant neoplasm of respiratory and digestive organs,C78,metastatic_solid_tumor,6
45532867,HIV disease resulting in unspecified malignant neoplasm,B21.9,aids,4
45537755,HIV disease resulting in cytomegaloviral disease,B20.2,aids,4
45542556,HIV disease resulting in other bacterial infections,B20.1,aids,4
45542557,HIV disease resulting in multiple infections,B20.7,aids,4
45547443,Unspecified human immunodeficiency virus [HIV] disease,B24,aids,4
45552213,HIV disease resulting in mycobacterial infection,B20.0,aids,4
45556930,HIV disease resulting in other infectious and parasitic diseases,B20.8,aids,4
45556931,HIV disease resulting in unspecified infectious or parasitic disease,B20.9,aids,4
45556932,HIV disease resulting in other types of non-Hodgkin lymphoma,B21.2,aids,4
45561747,HIV disease resulting in other malignant neoplasms,B21.8,aids,4
45561748,HIV disease resulting in lymphoid interstitial pneumonitis,B22.1,aids,4
45566541,HIV disease resulting in other viral infections,B20.3,aids,4
45571458,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,B20,aids,4
45571459,HIV disease resulting in Pneumocystis jirovecii pneumonia,B20.6,aids,4
45571460,HIV disease resulting in Kaposi sarcoma,B21.0,aids,4
45571461,HIV disease resulting in Burkitt lymphoma,B21.1,aids,4
45571462,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",B21.3,aids,4
45571463,HIV disease resulting in wasting syndrome,B22.2,aids,4
45581152,HIV disease resulting in multiple malignant neoplasms,B21.7,aids,4
45585950,HIV disease resulting in candidiasis,B20.4,aids,4
45590847,HIV disease resulting in multiple diseases classified elsewhere,B22.7,aids,4
45595610,HIV disease resulting in encephalopathy,B22.0,aids,4
45600449,HIV disease resulting in other mycoses,B20.5,aids,4
45755324,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,B21,aids,4
45755325,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,B22,aids,4
