concept_id,concept_name,Site
4018352,Fracture dislocation or subluxation knee,Tibia and Fibula
765647,Fracture of right lower limb,Tibia and Fibula
765329,Closed fracture of right fibula,Tibia and Fibula
765181,Pathological fracture of right fibula due to osteoporosis,Tibia and Fibula
764360,Fracture of left lower limb,Tibia and Fibula
763805,Closed fracture of right lower limb,Tibia and Fibula
763804,Closed fracture of left lower limb,Tibia and Fibula
760582,Stress fracture of left fibula,Tibia and Fibula
760581,Stress fracture of right fibula,Tibia and Fibula
760580,Pathological fracture of left fibula,Tibia and Fibula
760579,Pathological fracture of right fibula,Tibia and Fibula
760578,Pathological fracture of left fibula due to osteoporosis,Tibia and Fibula
760439,Closed fracture of left lower leg,Tibia and Fibula
760438,Closed fracture of right lower leg,Tibia and Fibula
760285,Closed fracture of left fibula,Tibia and Fibula
760284,Closed fracture of epiphyseal plate of proximal left fibula,Tibia and Fibula
760283,Closed fracture of epiphyseal plate of proximal right fibula,Tibia and Fibula
760282,Closed fracture of upper end of left fibula,Tibia and Fibula
760281,Closed fracture of upper end of right fibula,Tibia and Fibula
760280,Closed fracture of shaft of left fibula,Tibia and Fibula
760279,Closed fracture of shaft of right fibula,Tibia and Fibula
442349,Closed multiple fractures of both lower limbs,Tibia and Fibula
436209,Fracture of fibula,Tibia and Fibula
4279139,Fracture of bones of trunk,Vertebra
46270373,Fracture of C5 pedicle,Vertebra
46270372,Fracture of C4 pedicle,Vertebra
46270349,Compression fracture of L2,Vertebra
46270329,Burst fracture of fourth thoracic vertebra,Vertebra
45772068,Stress fracture of occipito atlanto axial vertebra,Vertebra
45772067,Pathological fracture of sacral vertebra due to osteoporosis,Vertebra
45772065,Closed fracture of first lumbar vertebra,Vertebra
45770877,Stress fracture of cervical vertebra,Vertebra
45757330,Stress fracture of lumbar vertebra,Vertebra
45757329,Stress fracture of thoracic vertebra,Vertebra
45757324,Pathological fracture of sacral vertebra due to secondary osteoporosis,Vertebra
45757323,Pathological fracture of vertebra due to secondary osteoporosis,Vertebra
45757322,Pathological fracture of sacral vertebra,Vertebra
45757320,Pathological fracture of vertebra due to osteoporosis,Vertebra
45757318,Pathological fracture of cervical vertebra due to secondary osteoporosis,Vertebra
45757316,Pathological fracture of lumbar vertebra due to secondary osteoporosis,Vertebra
45757314,Pathological fracture of thoracic vertebra due to secondary osteoporosis,Vertebra
45757310,Closed fracture of fifth lumbar vertebra,Vertebra
45757309,Closed fracture of fourth lumbar vertebra,Vertebra
45757308,Closed fracture of third lumbar vertebra,Vertebra
45757307,Closed fracture of second lumbar vertebra,Vertebra
45757306,Closed fracture of fourth thoracic vertebra,Vertebra
45757305,Closed fracture of third thoracic vertebra,Vertebra
45757304,Closed fracture of second thoracic vertebra,Vertebra
45757303,Closed fracture of first thoracic vertebra,Vertebra
44792139,Stress fracture of pars interarticularis,Vertebra
44783966,Compression fracture of thoracic spine,Vertebra
43021792,Chance flexion distraction fracture of vertebra,Vertebra
42539257,Bilateral sacral insufficiency fracture,Vertebra
40492264,Fracture of body of vertebra,Vertebra
40484890,Entrapment of intestine in spinal fracture,Vertebra
36717470,Fracture of fifth thoracic vertebra,Vertebra
36717465,Type I fracture of odontoid process of axis,Vertebra
36717169,Fracture of first lumbar vertebra,Vertebra
36715749,Fracture of fifth lumbar vertebra,Vertebra
36715748,Fracture of fourth lumbar vertebra,Vertebra
36715747,Fracture of third lumbar vertebra,Vertebra
36715746,Fracture of second lumbar vertebra,Vertebra
36715689,Fracture of twelfth thoracic vertebra,Vertebra
36715688,Fracture of eleventh thoracic vertebra,Vertebra
36715687,Fracture of tenth thoracic vertebra,Vertebra
36715686,Fracture of ninth thoracic vertebra,Vertebra
36715685,Fracture of eighth thoracic vertebra,Vertebra
36715684,Fracture of seventh thoracic vertebra,Vertebra
36715683,Fracture of sixth thoracic vertebra,Vertebra
36715682,Fracture of fourth thoracic vertebra,Vertebra
36715681,Fracture of third thoracic vertebra,Vertebra
36715680,Fracture of second thoracic vertebra,Vertebra
36715679,Fracture of first thoracic vertebra,Vertebra
36715625,Fracture of seventh cervical vertebra,Vertebra
36715624,Fracture of sixth cervical vertebra,Vertebra
36715623,Fracture of fifth cervical vertebra,Vertebra
36715622,Fracture of fourth cervical vertebra,Vertebra
36715621,Fracture of third cervical vertebra,Vertebra
36715620,Type III fracture of odontoid process of axis,Vertebra
36715619,Type II fracture of odontoid process of axis,Vertebra
36715618,Fracture of lateral mass of first cervical vertebra,Vertebra
36715617,Fracture of posterior arch of first cervical vertebra,Vertebra
4347301,Osteoporotic vertebral collapse,Vertebra
4338664,Closed fracture of fifth cervical vertebra without spinal cord injury,Vertebra
4328823,Compression fracture of cervical spine,Vertebra
4321893,Fracture of neural arch,Vertebra
4307813,Closed fracture of sixth cervical vertebra without spinal cord injury,Vertebra
4306785,Fracture of transverse process of vertebra,Vertebra
4281251,Closed fracture of C5-C7 level with incomplete spinal cord lesion,Vertebra
4275900,Fracture of spinous process of vertebra,Vertebra
4223844,Closed fracture of C1-C4 level with incomplete cord lesion,Vertebra
4216828,Closed fracture of cervical region with spinal cord injury,Vertebra
4209549,Closed multiple fractures of thoracic spine,Vertebra
4207924,Collapse of cervical vertebra due to osteoporosis,Vertebra
4199290,Closed fracture of fourth cervical vertebra without spinal cord injury,Vertebra
4197801,Closed fracture of C1-C4 level with posterior cord syndrome,Vertebra
4195932,Closed fracture of thoracic region with spinal cord injury,Vertebra
4194599,Wedge fracture of vertebra,Vertebra
4179527,Compression fracture of vertebral column,Vertebra
4174520,Fracture of vertebral column,Vertebra
4170742,Closed fracture of vertebral column,Vertebra
4170631,Fracture of cervical spine with cord lesion,Vertebra
4167098,Fracture of lumbar spine with cord lesion,Vertebra
4166900,Fracture of cervical spine - no cord lesion,Vertebra
4165727,Closed fracture of T7-T12 level with posterior cord syndrome,Vertebra
4164229,Fracture of thoracic spine with cord lesion,Vertebra
4164228,Fracture of lumbar spine - no cord lesion,Vertebra
4164227,Fracture of thoracic spine without spinal cord lesion,Vertebra
4152842,Pathological fracture of thoracic vertebra,Vertebra
4151707,Pathological fracture of lumbar vertebra,Vertebra
4150352,Closed fracture of T1-T6 level with posterior cord syndrome,Vertebra
4149547,Fracture of vertebra without spinal cord lesion,Vertebra
4148234,Closed fracture of C5-C7 level with posterior cord syndrome,Vertebra
4147419,Pathological fracture of cervical vertebra,Vertebra
4144784,Anterior wedge fracture of vertebra,Vertebra
4140300,Compression fracture of lumbar spine,Vertebra
4138296,Fracture of transverse process of spine without spinal cord lesion,Vertebra
4138273,Fracture dislocation of thoracic spine,Vertebra
4138272,Fracture dislocation of cervical spine,Vertebra
4138271,Fracture dislocation of costovertebral joint,Vertebra
4136567,Fracture dislocation of lumbar spine,Vertebra
4136566,Hangman's fracture,Vertebra
4135737,Fracture of transverse process of spine with spinal cord lesion,Vertebra
4135096,Fracture dislocation of spine,Vertebra
4129394,Fracture of lumbar spine,Vertebra
4129393,Fracture of cervical spine,Vertebra
4106186,Three column fracture of lumbar vertebra,Vertebra
4106184,Fracture of spinous process of lumbar vertebra,Vertebra
4106183,Fracture of transverse process of lumbar vertebra,Vertebra
4106182,Teardrop fracture of lumbar vertebra,Vertebra
4106181,Three column fracture of thoracic vertebra,Vertebra
4106180,Two column fracture of cervical vertebra,Vertebra
4106179,Burst fracture of cervical vertebra,Vertebra
4103202,Closed fracture of first cervical vertebra without spinal cord injury,Vertebra
4086021,Two column fracture of lumbar vertebra,Vertebra
4085898,Wedge fracture of lumbar vertebra,Vertebra
4085897,Two column fracture of thoracic vertebra,Vertebra
4085896,Fracture of lamina of thoracic vertebra,Vertebra
4085895,Fracture of transverse process of thoracic vertebra,Vertebra
4085894,Fracture of pedicle of thoracic vertebra,Vertebra
4085892,Three column fracture of cervical vertebra,Vertebra
4085891,Fracture of transverse process of cervical vertebra,Vertebra
4085890,Crush fracture of cervical vertebra,Vertebra
4085377,Crush fracture of thoracic vertebra,Vertebra
4085376,Teardrop fracture of thoracic vertebra,Vertebra
4085251,Fracture of lamina of cervical vertebra,Vertebra
4085250,Wedge fracture of cervical vertebra,Vertebra
4085249,Teardrop fracture of cervical vertebra,Vertebra
4085248,Fracture of odontoid process,Vertebra
4085247,Fracture dislocation of cervicothoracic junction,Vertebra
4085246,Fracture dislocation of thoracolumbar junction,Vertebra
4083824,Fracture of lamina of lumbar vertebra,Vertebra
4083823,Fracture of pedicle of lumbar vertebra,Vertebra
4083822,Crush fracture of lumbar vertebra,Vertebra
4083821,Fracture of spinous process of thoracic vertebra,Vertebra
4083820,Wedge fracture of thoracic vertebra,Vertebra
4083819,Fracture of spinous process of cervical vertebra,Vertebra
4083818,Fracture of pedicle of cervical vertebra,Vertebra
4077752,Closed fracture of T7-T12 level with incomplete spinal cord lesion,Vertebra
4069525,Osteoporosis with pathological fracture of cervical vertebrae,Vertebra
4069524,Osteoporosis with pathological fracture of lumbar vertebrae,Vertebra
4068577,Closed fracture of seventh cervical vertebra without spinal cord injury,Vertebra
4068133,Osteoporosis with pathological fracture of thoracic vertebrae,Vertebra
4066995,Fracture of vertebral column with spinal cord injury,Vertebra
4053828,Fracture of thoracic spine,Vertebra
4048695,Fracture of vertebral column without spinal cord injury,Vertebra
4039014,Closed fracture of second cervical vertebra without spinal cord injury,Vertebra
4028680,Closed fracture of T1-T6 level with incomplete spinal cord lesion,Vertebra
4028484,Closed fracture of multiple cervical vertebrae without spinal cord injury,Vertebra
4013759,Closed spinal fracture with posterior lumbar cord lesion,Vertebra
4013748,"Closed spinal fracture with complete thoracic cord lesion,T7-12",Vertebra
4013747,Closed fracture of thoracic spine with spinal cord lesion,Vertebra
4013616,"Closed spinal fracture with anterior cervical cord lesion, C1-4",Vertebra
4013612,Fracture of first cervical vertebra,Vertebra
4013606,"Closed fracture lumbar vertebra, tricolumnar",Vertebra
4013604,Closed fracture lumbar vertebra,Vertebra
4013599,"Closed fracture thoracic vertebra, posterior arch",Vertebra
4013598,"Closed fracture thoracic vertebra, spinous process",Vertebra
4013597,"Closed fracture thoracic vertebra, wedge",Vertebra
4013596,Closed fracture thoracic vertebra,Vertebra
4013306,Closed spinal fracture with anterior lumbar cord lesion,Vertebra
4013305,Closed spinal fracture with complete lumbar cord lesion,Vertebra
4013174,"Closed spinal fracture with anterior thoracic cord lesion, T1-6",Vertebra
4013173,"Closed spinal fracture with complete thoracic cord lesion, T1-6",Vertebra
4013168,"Closed spinal fracture with anterior cervical cord lesion, C5-7",Vertebra
4013167,"Closed spinal fracture with complete cervical cord lesion, C5-7",Vertebra
4013165,"Closed spinal fracture with complete cervical cord lesion, C1-4",Vertebra
4013159,"Closed fracture lumbar vertebra, posterior arch",Vertebra
4013158,"Closed fracture lumbar vertebra, spondylolysis",Vertebra
4013155,"Closed fracture thoracic vertebra, burst",Vertebra
4013036,"Closed fracture axis, transverse process",Vertebra
4013035,"Closed fracture axis, spondylolysis",Vertebra
4013033,Fracture of neck and trunk,Vertebra
4011657,"Closed fracture cervical vertebra, wedge",Vertebra
4011655,"Closed fracture axis, spinous process",Vertebra
4011654,"Closed fracture axis, odontoid process",Vertebra
4011653,"Closed fracture atlas, comminuted",Vertebra
4010071,Closed spinal fracture with central lumbar cord lesion,Vertebra
4010070,Closed fracture of lumbar spine with spinal cord lesion,Vertebra
4010065,"Closed spinal fracture with posterior thoracic cord lesion, T7-12",Vertebra
4010060,"Closed spinal fracture with posterior cervical cord lesion, C5-7",Vertebra
4010057,"Closed spinal fracture with posterior cervical cord lesion, C1-4",Vertebra
4009911,"Closed fracture lumbar vertebra, transverse process",Vertebra
4009902,"Closed fracture cervical vertebra, posterior arch",Vertebra
4009296,Multiple fractures of thoracic spine,Vertebra
4009287,"Closed fracture cervical vertebra, transverse process",Vertebra
4009286,"Closed fracture cervical vertebra, spinous process",Vertebra
4009285,"Closed fracture cervical vertebra, spondylolysis",Vertebra
4008510,Closed spinal fracture with cauda equina lesion,Vertebra
4008374,"Closed spinal fracture with anterior thoracic cord lesion,T7-12",Vertebra
4008373,"Closed spinal fracture with posterior thoracic cord lesion, T1-6",Vertebra
4008360,Closed fracture of cervical spine with cord lesion,Vertebra
4008355,Multiple fractures of cervical spine,Vertebra
4008354,Fracture of second cervical vertebra,Vertebra
4008221,"Closed fracture lumbar vertebra, spinous process",Vertebra
4008220,"Closed fracture lumbar vertebra, wedge",Vertebra
4008218,"Closed fracture thoracic vertebra, tricolumnar",Vertebra
4008217,"Closed fracture thoracic vertebra, transverse process",Vertebra
4008216,"Closed fracture thoracic vertebra, spondylolysis",Vertebra
4008210,"Closed fracture cervical vertebra, tricolumnar",Vertebra
4008209,"Closed fracture axis, posterior arch",Vertebra
4008208,"Closed fracture atlas, isolated arch or articular process",Vertebra
4006471,Closed fracture of third cervical vertebra without spinal cord injury,Vertebra
4001458,Fatigue fracture of vertebra,Vertebra
764899,"Compression fracture of thoracic vertebra, nontraumatic",Vertebra
764679,Compression fracture of thoracic vertebra,Vertebra
762698,Fracture of odontoid process type III,Vertebra
762697,Fracture of odontoid process type II,Vertebra
762696,Fracture of odontoid process type I,Vertebra
761936,Fracture of posterior vertebral body of thoracic vertebra,Vertebra
442568,Closed fracture of cervical vertebra without spinal cord injury,Vertebra
441976,Closed fracture of third cervical vertebra,Vertebra
441421,Closed fracture of fourth cervical vertebra,Vertebra
438881,Closed fracture of C1-C4 level with anterior cord syndrome,Vertebra
438580,Closed fracture of C5-C7 level with spinal cord injury,Vertebra
438270,Closed fracture of C5-C7 level with anterior cord syndrome,Vertebra
438269,Closed fracture of fifth cervical vertebra,Vertebra
437993,Closed fracture of cervical spine,Vertebra
437689,Multiple closed fractures of cervical vertebrae,Vertebra
437402,Closed fracture of sixth cervical vertebra,Vertebra
437389,Closed fracture of C5-C7 level with central cord syndrome,Vertebra
435933,Closed fracture of lumbar vertebra without spinal cord injury,Vertebra
435089,Closed fracture of C1-C4 level with central cord syndrome,Vertebra
434493,Closed fracture of seventh cervical vertebra,Vertebra
433337,Closed traumatic dislocation of fourth cervical vertebra,Vertebra
433329,Closed fracture of second cervical vertebra,Vertebra
432458,Closed fracture of C1-C4 level with spinal cord injury,Vertebra
321694,Closed fracture of T7-T12 level with central cord syndrome,Vertebra
316535,Closed fracture of thoracic vertebra without spinal cord injury,Vertebra
313608,Closed fracture of T7-T12 level with spinal cord injury,Vertebra
312462,Closed fracture of T7-T12 level with anterior cord syndrome,Vertebra
195948,Closed fracture of lumbar vertebra with spinal cord injury,Vertebra
138876,Closed fracture of T1-T6 level with spinal cord injury,Vertebra
137695,Closed fracture of T1-T6 level with anterior cord syndrome,Vertebra
136243,Closed fracture of T1-T6 level with central cord syndrome,Vertebra
78579,Closed fracture of first cervical vertebra,Vertebra
77403,Closed fracture of vertebral column without spinal cord injury,Vertebra
77387,Closed fracture of vertebral column with spinal cord injury,Vertebra
74138,Pathological fracture of vertebra,Vertebra
4175140,Closed fracture of hyoid bone,Vertebra
4095418,Fractured hyoid bone,Vertebra
4013169,"Closed spinal fracture with central cervical cord lesion, C5-7",Vertebra
4013166,"Closed spinal fracture with central cervical cord lesion, C1-4",Vertebra
4008375,"Closed spinal fracture with central thoracic cord lesion, T7-12",Vertebra
4008372,"Closed spinal fracture with central thoracic cord lesion, T1-6",Vertebra
1245002,Osteoporotic fracture due to idiopathic osteoporosis,Osteoporotic
1245006,Osteoporotic fracture due to disuse osteoporosis,Osteoporotic
606228,Pathological fracture of pelvis and femur,Pelvic
