source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
42618488,M79,"Other soft tissue disorders, not elsewhere classified",4024561,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618490,M79,"Other soft tissue disorders, not elsewhere classified",138525,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618491,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618493,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618493,M79,"Other soft tissue disorders, not elsewhere classified",76191,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618494,M79,"Other soft tissue disorders, not elsewhere classified",136779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618494,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618497,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618497,M79,"Other soft tissue disorders, not elsewhere classified",72986,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618498,M79,"Other soft tissue disorders, not elsewhere classified",44782620,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618498,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618499,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618502,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618503,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618504,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618505,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618506,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618507,M79,"Other soft tissue disorders, not elsewhere classified",4093228,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618508,M79,"Other soft tissue disorders, not elsewhere classified",4093228,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618509,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618510,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618511,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618512,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618513,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618514,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618515,M79,"Other soft tissue disorders, not elsewhere classified",4090616,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618516,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618517,M79,"Other soft tissue disorders, not elsewhere classified",4093228,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618519,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618520,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618521,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618522,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618522,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618523,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618523,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618524,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618524,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618525,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618525,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618526,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618527,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618527,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618528,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618528,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618529,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618530,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
42618531,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618532,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618532,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618533,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618533,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618534,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618534,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618535,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618535,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618536,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618537,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618537,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618538,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618538,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618539,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618540,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
42618541,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618542,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618542,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618543,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618543,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618544,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618544,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618545,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618545,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618546,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618547,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618547,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618548,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618549,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
42618550,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618551,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618551,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618552,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618552,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618553,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618553,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618554,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618554,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618555,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618556,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618556,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618557,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618557,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618558,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618559,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
42618560,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618561,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618561,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618562,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618562,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618563,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618563,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618564,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618564,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618565,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618566,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618566,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618567,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618567,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618568,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618569,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
42618570,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618571,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618571,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618572,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618572,M80,Osteoporosis with pathological fracture,436206,cohort_44,Osteoporosis with pathological fracture,0.8
42618573,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618573,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618574,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618574,M80,Osteoporosis with pathological fracture,4118017,cohort_44,Osteoporosis with pathological fracture,0.8
42618575,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618576,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618576,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618577,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618577,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618578,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618579,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
42618580,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618581,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618581,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618582,M80,Osteoporosis with pathological fracture,45767042,cohort_44,Osteoporosis with pathological fracture,0.8
42618583,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618583,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618584,M80,Osteoporosis with pathological fracture,45767040,cohort_44,Osteoporosis with pathological fracture,0.8
42618585,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618586,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618586,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618587,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618587,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618588,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618589,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618590,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618591,M80,Osteoporosis with pathological fracture,4117701,cohort_44,Osteoporosis with pathological fracture,0.8
42618591,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618592,M80,Osteoporosis with pathological fracture,45767042,cohort_44,Osteoporosis with pathological fracture,0.8
42618593,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618593,M80,Osteoporosis with pathological fracture,440511,cohort_44,Osteoporosis with pathological fracture,0.8
42618594,M80,Osteoporosis with pathological fracture,45767040,cohort_44,Osteoporosis with pathological fracture,0.8
42618595,M80,Osteoporosis with pathological fracture,440812,cohort_44,Osteoporosis with pathological fracture,0.8
42618595,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618596,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618596,M80,Osteoporosis with pathological fracture,4115176,cohort_44,Osteoporosis with pathological fracture,0.8
42618597,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618598,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
42618599,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618600,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618600,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618601,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618601,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618602,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618602,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618603,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618603,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618604,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618605,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618605,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618606,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618606,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618607,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618608,M81,Osteoporosis without pathological fracture,4010333,cohort_45,Osteoporosis without pathological fracture,1.4
42618609,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618610,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618610,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618611,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618611,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618612,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618612,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618613,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618613,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618614,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618615,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618615,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618616,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618616,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618617,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618618,M81,Osteoporosis without pathological fracture,4002133,cohort_45,Osteoporosis without pathological fracture,1.4
42618619,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618620,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618620,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618621,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618621,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618622,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618622,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618623,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618624,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618624,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618625,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618625,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618626,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618627,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
42618628,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618629,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618629,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618630,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618630,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618631,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618631,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618632,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618632,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618633,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618634,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618634,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618635,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618635,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618636,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618637,M81,Osteoporosis without pathological fracture,4003479,cohort_45,Osteoporosis without pathological fracture,1.4
42618638,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618639,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618639,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618640,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618640,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618641,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618641,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618642,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618642,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618643,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618644,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618644,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618645,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618645,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618646,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618647,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
42618648,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618649,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618649,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618650,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618650,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618651,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618651,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618652,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618653,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618653,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618654,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618654,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618655,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618656,M81,Osteoporosis without pathological fracture,81390,cohort_45,Osteoporosis without pathological fracture,1.4
42618657,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618658,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618658,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618659,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618659,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618660,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618660,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618661,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618661,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618662,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618663,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618663,M81,Osteoporosis without pathological fracture,72986,cohort_45,Osteoporosis without pathological fracture,1.4
42618664,M81,Osteoporosis without pathological fracture,44782620,cohort_45,Osteoporosis without pathological fracture,1.4
42618664,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618665,M81,Osteoporosis without pathological fracture,4004623,cohort_45,Osteoporosis without pathological fracture,1.4
42618666,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618667,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618667,M81,Osteoporosis without pathological fracture,77630,cohort_45,Osteoporosis without pathological fracture,1.4
42618668,M81,Osteoporosis without pathological fracture,76191,cohort_45,Osteoporosis without pathological fracture,1.4
42618668,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618669,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
42618669,M81,Osteoporosis without pathological fracture,136779,cohort_45,Osteoporosis without pathological fracture,1.4
42618670,M81,Osteoporosis without pathological fracture,77635,cohort_45,Osteoporosis without pathological fracture,1.4
42618670,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
