source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
42617726,M48,Other spondylopathies,4204781,cohort_69,Spinal stenosis (secondary code only),0.5
42617727,M48,Other spondylopathies,4204781,cohort_69,Spinal stenosis (secondary code only),0.5
42617728,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617728,M48,Other spondylopathies,4204781,cohort_69,Spinal stenosis (secondary code only),0.5
42617729,M48,Other spondylopathies,4222001,cohort_69,Spinal stenosis (secondary code only),0.5
42617729,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617730,M48,Other spondylopathies,4222001,cohort_69,Spinal stenosis (secondary code only),0.5
42617731,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617732,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617733,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617734,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617734,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617735,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617735,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617736,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617737,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617737,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617738,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617738,M48,Other spondylopathies,44782549,cohort_69,Spinal stenosis (secondary code only),0.5
42617739,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617740,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617741,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617741,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617742,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617742,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617743,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617743,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617743,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617744,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617744,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617745,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617745,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617745,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617746,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617746,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617747,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617747,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617747,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617748,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42617748,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617749,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
42619388,M48,Other spondylopathies,436785,cohort_69,Spinal stenosis (secondary code only),0.5
42619389,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42619394,M48,Other spondylopathies,45757329,cohort_69,Spinal stenosis (secondary code only),0.5
42619395,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
45542474,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45542508,Z99,"Dependence on enabling machines and devices, not elsewhere classified",437758,cohort_20,"Dependence on enabling machines and
devices",0.8
45542776,E83,Disorders of mineral metabolism,4263312,cohort_22,Disorders of mineral metabolism,0.4
45542777,E83,Disorders of mineral metabolism,435788,cohort_22,Disorders of mineral metabolism,0.4
45543319,K52,Other noninfective gastroenteritis and colitis,1076111,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45543319,K52,Other noninfective gastroenteritis and colitis,4043371,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45543479,M15,Polyarthrosis,75617,cohort_78,Polyarthrosis,0.4
45543480,M15,Polyarthrosis,4155797,cohort_78,Polyarthrosis,0.4
45543481,M15,Polyarthrosis,75897,cohort_78,Polyarthrosis,0.4
45544426,S22,"Fracture of rib(s), sternum and thoracic spine",4279139,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45547361,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45547382,Z99,"Dependence on enabling machines and devices, not elsewhere classified",4022073,cohort_20,"Dependence on enabling machines and
devices",0.8
45547608,D64,Other anaemias,4231887,cohort_47,Other anaemias,0.4
45548162,K52,Other noninfective gastroenteritis and colitis,201618,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45548320,M15,Polyarthrosis,4116450,cohort_78,Polyarthrosis,0.4
45548428,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
45548973,R50,Fever of other and unknown origin,437663,cohort_30,Fever of unknown origin,0.1
45552125,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45552148,Z99,"Dependence on enabling machines and devices, not elsewhere classified",46273390,cohort_20,"Dependence on enabling machines and
devices",0.8
45552418,E83,Disorders of mineral metabolism,434614,cohort_22,Disorders of mineral metabolism,0.4
45553994,S22,"Fracture of rib(s), sternum and thoracic spine",4009296,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45553995,S22,"Fracture of rib(s), sternum and thoracic spine",4302740,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45556869,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45557141,E83,Disorders of mineral metabolism,436672,cohort_22,Disorders of mineral metabolism,0.4
45557888,M48,Other spondylopathies,77079,cohort_69,Spinal stenosis (secondary code only),0.5
45562495,K52,Other noninfective gastroenteritis and colitis,197596,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45562646,M15,Polyarthrosis,75897,cohort_78,Polyarthrosis,0.4
45562742,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
45566485,Z99,"Dependence on enabling machines and devices, not elsewhere classified",437758,cohort_20,"Dependence on enabling machines and
devices",0.8
45566763,E83,Disorders of mineral metabolism,437828,cohort_22,Disorders of mineral metabolism,0.4
45571398,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45572215,K52,Other noninfective gastroenteritis and colitis,201618,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45572260,L08,Other local infections of skin and subcutaneous tissue,133547,cohort_63,"Other local infections of skin and
subcutaneous tissue",0.4
45572464,M48,Other spondylopathies,4001458,cohort_69,Spinal stenosis (secondary code only),0.5
45573285,S22,"Fracture of rib(s), sternum and thoracic spine",4142905,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45575993,X59,Exposure to unspecified factor,440279,cohort_26,Exposure to unspecified factor,1.5
45576409,D64,Other anaemias,40599994,cohort_47,Other anaemias,0.4
45577027,L08,Other local infections of skin and subcutaneous tissue,443600,cohort_63,"Other local infections of skin and
subcutaneous tissue",0.4
45577798,R50,Fever of other and unknown origin,4226022,cohort_30,Fever of unknown origin,0.1
45581084,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45581097,Z99,"Dependence on enabling machines and devices, not elsewhere classified",4019967,cohort_20,"Dependence on enabling machines and
devices",0.8
45582162,M48,Other spondylopathies,4222001,cohort_69,Spinal stenosis (secondary code only),0.5
45582716,R50,Fever of other and unknown origin,437663,cohort_30,Fever of unknown origin,0.1
45582958,S22,"Fracture of rib(s), sternum and thoracic spine",4128914,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45586175,E83,Disorders of mineral metabolism,438721,cohort_22,Disorders of mineral metabolism,0.4
45586176,E83,Disorders of mineral metabolism,438721,cohort_22,Disorders of mineral metabolism,0.4
45590787,Z99,"Dependence on enabling machines and devices, not elsewhere classified",46273389,cohort_20,"Dependence on enabling machines and
devices",0.8
45591015,D64,Other anaemias,4204062,cohort_47,Other anaemias,0.4
45591595,K52,Other noninfective gastroenteritis and colitis,192674,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45591854,M48,Other spondylopathies,77961,cohort_69,Spinal stenosis (secondary code only),0.5
45591862,M48,Other spondylopathies,4157453,cohort_69,Spinal stenosis (secondary code only),0.5
45592654,S22,"Fracture of rib(s), sternum and thoracic spine",4053828,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45595771,D64,Other anaemias,439777,cohort_47,Other anaemias,0.4
45595835,E83,Disorders of mineral metabolism,438725,cohort_22,Disorders of mineral metabolism,0.4
45596491,M15,Polyarthrosis,4116451,cohort_78,Polyarthrosis,0.4
45596583,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
45600198,X59,Exposure to unspecified factor,440279,cohort_26,Exposure to unspecified factor,1.5
45600364,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45600366,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45600607,D64,Other anaemias,4101584,cohort_47,Other anaemias,0.4
45600608,D64,Other anaemias,432282,cohort_47,Other anaemias,0.4
45600610,D64,Other anaemias,439777,cohort_47,Other anaemias,0.4
45601179,K52,Other noninfective gastroenteritis and colitis,4341633,cohort_65,Other noninfective gastroenteritis and colitis,0.3
45601210,L08,Other local infections of skin and subcutaneous tissue,4032277,cohort_63,"Other local infections of skin and
subcutaneous tissue",0.4
45601211,L08,Other local infections of skin and subcutaneous tissue,443600,cohort_63,"Other local infections of skin and
subcutaneous tissue",0.4
45601348,M15,Polyarthrosis,4066493,cohort_78,Polyarthrosis,0.4
45602268,S22,"Fracture of rib(s), sternum and thoracic spine",434769,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45605166,Z87,Personal history of other diseases and conditions,1340204,cohort_74,"Personal history of other diseases and
conditions",1.5
45607076,S22,"Fracture of rib(s), sternum and thoracic spine",1076428,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755807,S22,"Fracture of rib(s), sternum and thoracic spine",4013596,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755808,S22,"Fracture of rib(s), sternum and thoracic spine",4013156,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755809,S22,"Fracture of rib(s), sternum and thoracic spine",4209549,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755810,S22,"Fracture of rib(s), sternum and thoracic spine",4210437,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755811,S22,"Fracture of rib(s), sternum and thoracic spine",436832,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755812,S22,"Fracture of rib(s), sternum and thoracic spine",434499,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755813,S22,"Fracture of rib(s), sternum and thoracic spine",74188,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755814,S22,"Fracture of rib(s), sternum and thoracic spine",75942,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755815,S22,"Fracture of rib(s), sternum and thoracic spine",78273,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755816,S22,"Fracture of rib(s), sternum and thoracic spine",78574,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755817,S22,"Fracture of rib(s), sternum and thoracic spine",4148331,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755818,S22,"Fracture of rib(s), sternum and thoracic spine",4151955,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755819,S22,"Fracture of rib(s), sternum and thoracic spine",434770,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755820,S22,"Fracture of rib(s), sternum and thoracic spine",440545,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755822,S22,"Fracture of rib(s), sternum and thoracic spine",440545,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45756558,Z99,"Dependence on enabling machines and devices, not elsewhere classified",37311997,cohort_20,"Dependence on enabling machines and
devices",0.8
